GameID,Squad,Season,Competition,GameType,Opposition,Home/Away,PF,PA,Result,Captain,VC1,VC2,Number,Player,Position,PositionType
Crowborough (H),2nd,2023/24,Counties 4 Sussex,League,Crowborough,H,10,7,W,Ben Watkinson,Max Crawley-Moore,,16,Rob Salvi,,Bench
Hellingly (A),2nd,2023/24,Counties 4 Sussex,League,Hellingly,A,48,14,W,Max Crawley-Moore,,,16,Bertram Beanland,,Bench
Newick (H),2nd,2023/24,Counties 4 Sussex,League,Newick,H,31,7,W,Ben Watkinson,Max Crawley-Moore,,16,Alfie Fuller,,Bench
West Sussex Emergency Services (H),2nd,2023/24,Friendly,Friendly,West Sussex Emergency Services,H,7,0,W,,,,16,Mike Unsworth,,Bench
Littlehampton (A),2nd,2023/24,Counties 4 Sussex,League,Littlehampton,A,43,5,W,Ben Watkinson,Max Crawley-Moore,,16,Ollie Hall,,Bench
Midhurst (A),2nd,2023/24,Counties 4 Sussex,League,Midhurst,A,29,17,W,Ben Watkinson,Max Crawley-Moore,,16,Ollie Hall,,Bench
Warlingham (H),2nd,2024/25,Friendly,Friendly,Warlingham,H,24,21,W,Pete Morley,George Beet,Sam Lindsay-McCall,16,Ben Tottman,,Bench
Haywards Heath (H),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,H,53,5,W,George Beet,,,16,Dylan Hammocks,,Bench
Barns Green (H),2nd,2024/25,Counties 3 Sussex,League,Barns Green,H,24,31,L,Tim Morris,,,16,Digby Blake,,Bench
Jersey Royals (A),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,A,18,31,L,,,,16,Sam McCarthy,,Bench
Eastbourne (H),2nd,2024/25,Counties 3 Sussex,League,Eastbourne,H,29,22,W,John Peaty,,,16,Ben Pellett,,Bench
Eastbourne (A),2nd,2024/25,Friendly,Friendly,Eastbourne,A,26,19,W,Pete Morley,,,16,Michael Presland,,Bench
Old Rutlishians (H),2nd,2024/25,Friendly,Friendly,Old Rutlishians,H,7,24,L,Pete Morley,,,16,Greg Brack,,Bench
Newick (A),2nd,2024/25,Counties 3 Sussex,League,Newick,A,27,10,W,Pete Morley,,,16,Ben Green,,Bench
Horsham (A),2nd,2024/25,Counties 3 Sussex,League,Horsham,A,7,41,L,Pete Morley,,,16,Billy Davis,,Bench
Barns Green (A),2nd,2024/25,Counties 3 Sussex,League,Barns Green,A,0,27,L,Pete Morley,,,16,Billy Davis,,Bench
Haywards Heath (A),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,A,5,26,L,George Beet,,,16,Barley O'Conor,,Bench
Burgess Hill (H),2nd,2024/25,Counties 3 Sussex,League,Burgess Hill,H,15,8,W,Max Crawley-Moore,,,16,George Jones,,Bench
Eastbourne (A)2,2nd,2024/25,Counties 3 Sussex,League,Eastbourne,A,10,35,L,Max Crawley-Moore,,,16,Duncan Fraser,,Bench
Jersey Royals (H),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,H,27,17,W,Rory Evans,,,16,Ben Watkinson,,Bench
Crawley (H),1st,2021/22,Friendly,Friendly,Crawley,H,34,12,W,Jack Andrews,James Funnell,,17,Tao Benn,,Bench
University of Brighton (A),1st,2021/22,Friendly,Friendly,University of Brighton,A,0,43,L,Jack Andrews,James Funnell,,17,James Jacobs,,Bench
Metropolitan Police (H),1st,2021/22,Friendly,Friendly,Metropolitan Police,H,29,28,W,Jack Andrews,,,17,Tao Benn,,Bench
London Irish (A),1st,2021/22,Friendly,Friendly,London Irish,A,10,33,L,Jack Andrews,Sam Lindsay-McCall,,17,Harrison Berry,,Bench
Horsham (A),1st,2021/22,Friendly,Friendly,Horsham,A,26,56,L,Jack Andrews,James Funnell,,17,Liam Casey,,Bench
Purley John Fisher (H),1st,2021/22,Friendly,Friendly,Purley John Fisher,H,19,33,L,Jack Andrews,James Funnell,,17,Tom Kiernan,,Bench
Eastbourne (H),1st,2021/22,Sussex 1,League,Eastbourne,H,47,0,W,Jack Andrews,,,17,Josh Brimecombe,,Bench
Hellingly (A),1st,2021/22,Sussex 1,League,Hellingly,A,27,12,W,Jack Andrews,James Funnell,,17,Dan Arnold,,Bench
Burgess Hill (H),1st,2021/22,Sussex 1,League,Burgess Hill,H,64,15,W,Jack Andrews,James Funnell,,17,Dan Arnold,,Bench
Lewes (H),1st,2021/22,Sussex 1,League,Lewes,H,87,10,W,Max Crawley-Moore,,,17,Connor Leggat,,Bench
Uckfield (H),1st,2021/22,Sussex 1,League,Uckfield,H,43,0,W,Max Crawley-Moore,John Peaty,,17,Connor Leggat,,Bench
Seaford (A),1st,2021/22,Sussex 1,League,Seaford,A,36,21,W,Max Crawley-Moore,John Peaty,,17,James Jacobs,,Bench
Horsham (H),1st,2021/22,Friendly,Friendly,Horsham,H,44,26,W,Max Crawley-Moore,John Peaty,,17,Tom Kiernan,,Bench
Lewes (A),1st,2021/22,Sussex 1,League,Lewes,A,36,12,W,Max Crawley-Moore,,,17,Archie Vickers,,Bench
Uckfield (A),1st,2021/22,Sussex 1,League,Uckfield,A,21,19,W,Max Crawley-Moore,,,17,Eoin O'Donoghue,,Bench
Seaford (H),1st,2021/22,Sussex 1,League,Seaford,H,67,5,W,Max Crawley-Moore,John Peaty,,17,Liam Casey,,Bench
Eastbourne (A),1st,2021/22,Sussex 1,League,Eastbourne,A,36,3,W,Max Crawley-Moore,,,17,Eoin O'Donoghue,,Bench
Burgess Hill (A),1st,2021/22,Sussex 1,League,Burgess Hill,A,64,30,W,Max Crawley-Moore,John Peaty,,17,Dan Billin,,Bench
Eastbourne (A)2,1st,2021/22,Sussex Cup,Cup,Eastbourne,A,35,31,W,Max Crawley-Moore,,,17,Owen Peel,,Bench
Uckfield (H)2,1st,2021/22,Sussex Cup,Cup,Uckfield,H,57,7,W,Max Crawley-Moore,John Peaty,,17,Tom Byron,,Bench
Lewes (A),1st,2022/23,Counties 2 Sussex,League,Lewes,A,69,7,W,Max Crawley-Moore,,,17,Guy Collins,,Bench
Uckfield (H),1st,2022/23,Counties 2 Sussex,League,Uckfield,H,58,3,W,Max Crawley-Moore,John Peaty,,17,Archie Vickers,,Bench
Crawley (A),1st,2022/23,Counties 2 Sussex,League,Crawley,A,39,36,W,Max Crawley-Moore,John Peaty,,17,Guy Collins,,Bench
Shoreham (H),1st,2022/23,Counties 2 Sussex,League,Shoreham,H,70,11,W,Max Crawley-Moore,John Peaty,,17,Guy Collins,,Bench
Seaford (A),1st,2022/23,Counties 2 Sussex,League,Seaford,A,62,17,W,Max Crawley-Moore,,,17,Max Morgan,,Bench
Burgess Hill (H),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,H,53,5,W,Max Crawley-Moore,John Peaty,,17,Pete Morley,,Bench
Eastbourne (A),1st,2022/23,Counties 2 Sussex,League,Eastbourne,A,15,29,L,Max Crawley-Moore,,,17,Connor Leggat,,Bench
Pulborough (H),1st,2022/23,Counties 2 Sussex,League,Pulborough,H,27,31,L,Max Crawley-Moore,,,17,Ryland Thomas,,Bench
Haywards Heath (A),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,A,35,17,W,Max Crawley-Moore,,,17,Dan Billin,,Bench
Uckfield (A),1st,2022/23,Counties 2 Sussex,League,Uckfield,A,22,13,W,Max Crawley-Moore,,,17,Dan Billin,,Bench
Crawley (H),1st,2022/23,Counties 2 Sussex,League,Crawley,H,75,12,W,Max Crawley-Moore,Aaron Boczek,,17,Or Shay,,Bench
Shoreham (A),1st,2022/23,Counties 2 Sussex,League,Shoreham,A,57,14,W,John Peaty,,,17,Jordan Walker,,Bench
Seaford (H),1st,2022/23,Counties 2 Sussex,League,Seaford,H,43,5,W,Max Crawley-Moore,,,17,Ryland Thomas,,Bench
Burgess Hill (A),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,A,63,0,W,,,,17,Or Shay,,Bench
Eastbourne (H),1st,2022/23,Counties 2 Sussex,League,Eastbourne,H,38,32,W,Max Crawley-Moore,,,17,Archie Vickers,,Bench
Pulborough (A),1st,2022/23,Counties 2 Sussex,League,Pulborough,A,35,14,W,Max Crawley-Moore,,,17,Archie Vickers,,Bench
Haywards Heath (H),1st,2022/23,Counties 2 Sussex,League,Haywards Heath,H,54,17,W,Max Crawley-Moore,,,17,Aaron Boczek,,Bench
Old Rutlishians (A),1st,2022/23,Counties 2 Championship,League,Old Rutlishians,A,26,22,W,Max Crawley-Moore,,,17,Dave Bridges,,Bench
Cheshunt (H),1st,2022/23,Counties 2 Championship,League,Cheshunt,H,29,25,W,Max Crawley-Moore,,,17,Dave Bridges,,Bench
Wensleydale (A),1st,2022/23,Counties 2 Championship,League,Wensleydale,A,21,35,L,Max Crawley-Moore,,,17,Dave Bridges,,Bench
Old Colfeians (H),1st,2023/24,Friendly,Friendly,Old Colfeians,H,19,36,L,Connor Leggat,Oli Billin,Sam Lindsay-McCall,17,Mark Oliver,,Bench
Heathfield & Waldron (H),1st,2023/24,Friendly,Friendly,Heathfield & Waldron,H,0,5,L,Max Crawley-Moore,,,17,Dave Bridges,,Bench
Twickenham (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,H,8,48,L,John Peaty,Dan Poulton,,17,Dave Bridges,,Bench
Trinity (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,A,27,22,W,Max Crawley-Moore,Connor Leggat,,17,Tom Byron,,Bench
KCS Old Boys (H),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,22,26,L,Max Crawley-Moore,,,17,Harrison Griffiths,,Bench
Old Tiffinians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,A,14,63,L,Max Crawley-Moore,Ryland Thomas,,17,Tom Byron,,Bench
Kingston (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,H,20,11,W,Max Crawley-Moore,Ryland Thomas,,17,Colm Geraghty,,Bench
Old Walcountians (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,A,25,34,L,Max Crawley-Moore,Ryland Thomas,,17,Pete Morley,,Bench
Teddington (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,H,10,27,L,Ryland Thomas,Dan Poulton,,17,Dan Billin,,Bench
Eastbourne (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,A,24,26,L,Ryland Thomas,Dan Poulton,,17,Sam Lindsay-McCall,,Bench
Horsham (A),1st,2023/24,Bob Rogers Cup,Cup,Horsham,A,20,31,L,Ryland Thomas,Oli Billin,,17,Will Bramwell,,Bench
Weybridge Vandals (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,24,28,L,Ryland Thomas,Connor Leggat,,17,Tom Byron,,Bench
Hove (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,A,26,12,W,Ryland Thomas,Connor Leggat,,17,Rory Evans,,Bench
Trinity (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Trinity,H,41,10,W,Ryland Thomas,Connor Leggat,,17,Tom Byron,,Bench
KCS Old Boys (A),1st,2023/24,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,28,44,L,Ryland Thomas,Connor Leggat,,17,Ben Saunders,,Bench
Old Tiffinians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Tiffinians,H,18,39,L,Ryland Thomas,Dan Poulton,,17,Elliott Martin-Drew,,Bench
Old Walcountians (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Old Walcountians,H,38,19,W,Ryland Thomas,Dan Poulton,,17,Alister Yaffa,,Bench
Kingston (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Kingston,A,48,7,W,Ryland Thomas,Connor Leggat,,17,Dan Poulton,,Bench
Teddington (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Teddington,A,0,26,L,Ryland Thomas,Connor Leggat,,17,John Peaty,,Bench
Eastbourne (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Eastbourne,H,15,14,W,Ryland Thomas,Connor Leggat,,17,Dave Bridges,,Bench
Brighton 2 (A),1st,2023/24,Bob Rogers Plate,Cup,Brighton 2,A,19,13,W,Mark Oliver,Aaron Boczek,Ryland Thomas,17,Ben Pellett,,Bench
Weybridge Vandals (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,26,71,L,Ryland Thomas,Connor Leggat,,17,Tom Byron,,Bench
Hove (H),1st,2023/24,Counties 1 Surrey/Sussex,League,Hove,H,13,15,L,Connor Leggat,Aaron Boczek,Sam Musgrave,17,Daan Hulst,,Bench
Twickenham (A),1st,2023/24,Counties 1 Surrey/Sussex,League,Twickenham,A,10,35,L,Ryland Thomas,,,17,Tom Mooney,,Bench
Dover (A),1st,2023/24,Counties 1 Plate,Cup,Dover,A,42,36,W,Ryland Thomas,,,17,Mark Oliver,,Bench
Bromley (A),1st,2023/24,Counties 1 Plate,Cup,Bromley,A,15,36,L,Ryland Thomas,,,17,Harrison Berry,,Bench
London Cornish (H),1st,2024/25,Counties 1 Surrey/Sussex,League,London Cornish,H,16,18,L,Ryland Thomas,Chris May-Miller,,17,Tom Mooney,,Bench
Old Haileyburians (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,A,0,60,L,Ben Tottman,,,17,Pete Morley,,Bench
Haywards Heath (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,H,24,19,W,Ryland Thomas,Chris May-Miller,,17,Max Morgan,,Bench
Weybridge Vandals (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,A,15,48,L,Ryland Thomas,Chris May-Miller,,17,John Peaty,,Bench
Hove (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,H,21,34,L,Ryland Thomas,Chris May-Miller,,17,Josh Weaver,,Bench
Twickenham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,A,31,41,L,Ryland Thomas,,,17,Harrison Berry,,Bench
KCS Old Boys (H),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,H,29,33,L,Ryland Thomas,Chris May-Miller,,17,Dan Billin,,Bench
Eastbourne (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,A,36,33,W,Ryland Thomas,Chris May-Miller,,17,Sam Lindsay-McCall,,Bench
Trinity (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Trinity,H,14,48,L,Ryland Thomas,,,17,Sam Lindsay-McCall,,Bench
Old Rutlishians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Rutlishians,H,19,23,L,Ryland Thomas,,,17,Sam Lindsay-McCall,,Bench
Cobham (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Cobham,A,7,26,L,Ryland Thomas,Sam Spriddell,,17,Tim Morris,,Bench
Old Haileyburians (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Old Haileyburians,H,18,5,W,Chris May-Miller,,,17,Tim Morris,,Bench
Haywards Heath (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Haywards Heath,A,5,33,L,Ryland Thomas,Sam Spriddell,,17,Will Bramwell,,Bench
Weybridge Vandals (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Weybridge Vandals,H,14,20,L,Chris May-Miller,,,17,Ryland Thomas,,Bench
Twickenham (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Twickenham,H,10,47,L,Chris May-Miller,,,17,Connor Leggat,,Bench
KCS Old Boys (A),1st,2024/25,Counties 1 Surrey/Sussex,League,KCS Old Boys,A,22,27,L,John Peaty,Sam Spriddell,,17,Tim Morris,,Bench
Hove (A),1st,2024/25,Counties 1 Surrey/Sussex,League,Hove,A,11,18,L,Chris May-Miller,John Peaty,,17,Ryland Thomas,,Bench
Eastbourne (H),1st,2024/25,Counties 1 Surrey/Sussex,League,Eastbourne,H,14,15,L,Ryland Thomas,Chris May-Miller,,17,Oscar Staples,,Bench
Croydon (H),2nd,2021/22,Friendly,Friendly,Croydon,H,34,12,W,Ben Watkinson,Jordan Hollis,,17,Tom Halligey,,Bench
Worthing Azurians (H),2nd,2021/22,Friendly,Friendly,Worthing Azurians,H,12,31,L,Ben Watkinson,Chris Taylor,,17,Mikey Redmond,,Bench
Royals (H),2nd,2021/22,Sussex 3,League,Royals,H,24,27,L,Ben Watkinson,Jordan Hollis,,17,Dave Bridges,,Bench
Newick (A),2nd,2021/22,Sussex 3,League,Newick,A,43,10,W,Ben Watkinson,Richard Dodgson,,17,James Busby,,Bench
Brighton & SM (H),2nd,2021/22,Sussex 3,League,Brighton & SM,H,58,26,W,Ben Watkinson,Richard Dodgson,,17,Mikey Redmond,,Bench
Hove 3rd XV (A),2nd,2021/22,Friendly,Friendly,Hove 3rd XV,A,22,29,L,Ben Watkinson,,,17,Sachio Shimizu,,Bench
Crowborough (A),2nd,2021/22,Sussex 3,League,Crowborough,A,25,5,W,Richard Dodgson,George Beet,,17,Guy Phillips,,Bench
Midhurst (A),2nd,2021/22,Sussex 3,League,Midhurst,A,29,0,W,Ali Moffatt,Pete Morley,,17,Owen Peel,,Bench
Rye (H),2nd,2021/22,Sussex 3,League,Rye,H,20,12,W,Ben Watkinson,Ali Moffatt,,17,Harrison Berry,,Bench
Horsham III (A),2nd,2021/22,Sussex 3,League,Horsham III,A,15,22,L,Ben Watkinson,,,17,Rory Duncanson,,Bench
Crawley II (H),2nd,2021/22,Sussex 3,League,Crawley II,H,23,13,W,Ben Watkinson,Andy Blackmore,,17,Mark Fulham,,Bench
Midhurst (H),2nd,2021/22,Sussex 3,League,Midhurst,H,24,5,W,Ben Watkinson,Andy Blackmore,,17,George Beet,,Bench
Horsham III (H),2nd,2021/22,Sussex 3,League,Horsham III,H,22,0,W,Ali Moffatt,Toby Rowe,,17,Ben Pellett,,Bench
Rye (A),2nd,2021/22,Sussex 3,League,Rye,A,32,10,W,Ben Watkinson,Toby Rowe,,17,Ben Pellett,,Bench
Crawley II (A),2nd,2021/22,Sussex 3,League,Crawley II,A,38,20,W,Ben Watkinson,Matt Marriott,,17,George Beet,,Bench
St Francis (H),2nd,2021/22,Friendly,Friendly,St Francis,H,46,24,W,,,,17,Henry Weller,,Bench
Rye (H)2,2nd,2021/22,Sussex Vase,Cup,Rye,H,52,10,W,Ali Moffatt,,,17,Eoin O'Donoghue,,Bench
Hove III (A),2nd,2021/22,Sussex Vase,Cup,Hove III,A,29,20,W,Toby Rowe,Ben Watkinson,,17,George Beet,,Bench
Haywards Heath (H),2nd,2022/23,Friendly,Friendly,Haywards Heath,H,12,55,L,Ben Watkinson,,,17,Tom Halligey,,Bench
Eastbourne (H),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,H,21,20,W,Ben Watkinson,Sam Spriddell,,17,Brad Taylor,,Bench
Uckfield (A),2nd,2022/23,Counties 4 Sussex,League,Uckfield,A,21,17,W,Ben Watkinson,Richard Dodgson,,17,Darren Gwynn,,Bench
St Francis (H),2nd,2022/23,Counties 4 Sussex,League,St Francis,H,17,17,D,Richard Dodgson,Ben Watkinson,,17,Ben Watkinson,,Bench
Heathfield & Waldron (A),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,A,7,22,L,Ben Watkinson,,,17,Ben Pellett,,Bench
Crowborough (H),2nd,2022/23,Friendly,Friendly,Crowborough,H,43,19,W,Ben Watkinson,James Jenkins,,17,Oliver Roberts,,Bench
Eastbourne (A),2nd,2022/23,Counties 4 Sussex,League,Eastbourne,A,24,39,L,Ben Watkinson,,,17,Sam Ashley-Williams,,Bench
St Francis (A),2nd,2022/23,Counties 4 Sussex,League,St Francis,A,38,19,W,Ben Watkinson,,,17,Tom Halligey,,Bench
Uckfield (H),2nd,2022/23,Counties 4 Sussex,League,Uckfield,H,52,10,W,Ben Watkinson,,,17,Daan Hulst,,Bench
Heathfield & Waldron (H),2nd,2022/23,Counties 4 Sussex,League,Heathfield & Waldron,H,17,32,L,Ben Watkinson,Richard Dodgson,,17,Rory Duncanson,,Bench
Hove (A),2nd,2022/23,Counties 4 Sussex,League,Hove,A,24,57,L,Ben Watkinson,,,17,Sean Taylor,,Bench
Pulborough (H),2nd,2022/23,Sussex Vase,Cup,Pulborough,H,19,26,L,Richard Dodgson,,,17,Gus Nye,,Bench
Uckfield (A),2nd,2023/24,Friendly,Friendly,Uckfield,A,32,26,W,Mark Oliver,,,17,George Beet,,Bench
Shoreham (H),2nd,2023/24,Counties 4 Sussex,League,Shoreham,H,63,0,W,Ben Watkinson,Jack Andrews,,17,Charlie Pullen,,Bench
Holbrook (A),2nd,2023/24,Counties 4 Sussex,League,Holbrook,A,52,19,W,Ryan Morlen,Tim Morris,,17,Dan Arnold,,Bench
St Francis (H),2nd,2023/24,Counties 4 Sussex,League,St Francis,H,24,7,W,Mark Oliver,Tim Morris,,17,Guy Phillips,,Bench
Newick (A),2nd,2023/24,Counties 4 Sussex,League,Newick,A,25,10,W,Ben Watkinson,Jack Andrews,,17,James Griffiths,,Bench
Uckfield (A)2,2nd,2023/24,Counties 4 Sussex,League,Uckfield,A,80,0,W,Ben Watkinson,Mark Oliver,,17,Mark Oliver,,Bench
Hellingly (H),2nd,2023/24,Counties 4 Sussex,League,Hellingly,H,34,0,W,Ben Watkinson,James Funnell,,17,Tim Morris,,Bench
Shoreham (A),2nd,2023/24,Friendly,Friendly,Shoreham,A,36,14,W,Ben Watkinson,Archie Vickers,,17,Jamie Gache,,Bench
Heathfield & Waldron (H),2nd,2023/24,Counties 4 Sussex,League,Heathfield & Waldron,H,20,10,W,Ben Watkinson,,,17,Jules Jardim,,Bench
Crowborough (H),2nd,2023/24,Counties 4 Sussex,League,Crowborough,H,10,7,W,Ben Watkinson,Max Crawley-Moore,,17,Oscar Staples,,Bench
Hellingly (A),2nd,2023/24,Counties 4 Sussex,League,Hellingly,A,48,14,W,Max Crawley-Moore,,,17,Harrison Lock,,Bench
Newick (H),2nd,2023/24,Counties 4 Sussex,League,Newick,H,31,7,W,Ben Watkinson,Max Crawley-Moore,,17,Oscar Staples,,Bench
West Sussex Emergency Services (H),2nd,2023/24,Friendly,Friendly,West Sussex Emergency Services,H,7,0,W,,,,17,Sachio Shimizu,,Bench
Littlehampton (A),2nd,2023/24,Counties 4 Sussex,League,Littlehampton,A,43,5,W,Ben Watkinson,Max Crawley-Moore,,17,George Beet,,Bench
Midhurst (A),2nd,2023/24,Counties 4 Sussex,League,Midhurst,A,29,17,W,Ben Watkinson,Max Crawley-Moore,,17,Ben Pellett,,Bench
Warlingham (H),2nd,2024/25,Friendly,Friendly,Warlingham,H,24,21,W,Pete Morley,George Beet,Sam Lindsay-McCall,17,Or Shay,,Bench
Jersey Royals (A),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,A,18,31,L,,,,17,Ben Watkinson,,Bench
Eastbourne (H),2nd,2024/25,Counties 3 Sussex,League,Eastbourne,H,29,22,W,John Peaty,,,17,Sam McCarthy,,Bench
Eastbourne (A),2nd,2024/25,Friendly,Friendly,Eastbourne,A,26,19,W,Pete Morley,,,17,George Jones,,Bench
Old Rutlishians (H),2nd,2024/25,Friendly,Friendly,Old Rutlishians,H,7,24,L,Pete Morley,,,17,Rob Salvi,,Bench
Newick (A),2nd,2024/25,Counties 3 Sussex,League,Newick,A,27,10,W,Pete Morley,,,17,Jonny Martin,,Bench
Horsham (A),2nd,2024/25,Counties 3 Sussex,League,Horsham,A,7,41,L,Pete Morley,,,17,Reggie Harris,,Bench
Barns Green (A),2nd,2024/25,Counties 3 Sussex,League,Barns Green,A,0,27,L,Pete Morley,,,17,Jules Jardim,,Bench
Haywards Heath (A),2nd,2024/25,Counties 3 Sussex,League,Haywards Heath,A,5,26,L,George Beet,,,17,Dillan Bowe,,Bench
Burgess Hill (H),2nd,2024/25,Counties 3 Sussex,League,Burgess Hill,H,15,8,W,Max Crawley-Moore,,,17,Idris Lawal,,Bench
Eastbourne (A)2,2nd,2024/25,Counties 3 Sussex,League,Eastbourne,A,10,35,L,Max Crawley-Moore,,,17,Idris Lawal,,Bench
Jersey Royals (H),2nd,2024/25,Counties 3 Sussex,League,Jersey Royals,H,27,17,W,Rory Evans,,,17,Idris Lawal,,Bench
Crawley (H),1st,2021/22,Friendly,Friendly,Crawley,H,34,12,W,Jack Andrews,James Funnell,,18,Tom Poynder,,Bench
University of Brighton (A),1st,2021/22,Friendly,Friendly,University of Brighton,A,0,43,L,Jack Andrews,James Funnell,,18,Archie Vickers,,Bench
Metropolitan Police (H),1st,2021/22,Friendly,Friendly,Metropolitan Police,H,29,28,W,Jack Andrews,,,18,Tim Morris,,Bench
London Irish (A),1st,2021/22,Friendly,Friendly,London Irish,A,10,33,L,Jack Andrews,Sam Lindsay-McCall,,18,Rory Evans,,Bench
Horsham (A),1st,2021/22,Friendly,Friendly,Horsham,A,26,56,L,Jack Andrews,James Funnell,,18,Dan Arnold,,Bench
Purley John Fisher (H),1st,2021/22,Friendly,Friendly,Purley John Fisher,H,19,33,L,Jack Andrews,James Funnell,,18,Sam Spriddell,,Bench
Eastbourne (H),1st,2021/22,Sussex 1,League,Eastbourne,H,47,0,W,Jack Andrews,,,18,Ryan Morlen,,Bench
Hellingly (A),1st,2021/22,Sussex 1,League,Hellingly,A,27,12,W,Jack Andrews,James Funnell,,18,Ryan Morlen,,Bench
Burgess Hill (H),1st,2021/22,Sussex 1,League,Burgess Hill,H,64,15,W,Jack Andrews,James Funnell,,18,Ryan Morlen,,Bench
Lewes (H),1st,2021/22,Sussex 1,League,Lewes,H,87,10,W,Max Crawley-Moore,,,18,Oli Billin,,Bench
Uckfield (H),1st,2021/22,Sussex 1,League,Uckfield,H,43,0,W,Max Crawley-Moore,John Peaty,,18,Oli Billin,,Bench
Seaford (A),1st,2021/22,Sussex 1,League,Seaford,A,36,21,W,Max Crawley-Moore,John Peaty,,18,Sam Montagu,,Bench
Horsham (H),1st,2021/22,Friendly,Friendly,Horsham,H,44,26,W,Max Crawley-Moore,John Peaty,,18,Dan Billin,,Bench
Lewes (A),1st,2021/22,Sussex 1,League,Lewes,A,36,12,W,Max Crawley-Moore,,,18,Ryan Morlen,,Bench
Uckfield (A),1st,2021/22,Sussex 1,League,Uckfield,A,21,19,W,Max Crawley-Moore,,,18,Oli Billin,,Bench
Seaford (H),1st,2021/22,Sussex 1,League,Seaford,H,67,5,W,Max Crawley-Moore,John Peaty,,18,Sam Spriddell,,Bench
Eastbourne (A),1st,2021/22,Sussex 1,League,Eastbourne,A,36,3,W,Max Crawley-Moore,,,18,Oli Billin,,Bench
Burgess Hill (A),1st,2021/22,Sussex 1,League,Burgess Hill,A,64,30,W,Max Crawley-Moore,John Peaty,,18,Ali Moffatt,,Bench
Eastbourne (A)2,1st,2021/22,Sussex Cup,Cup,Eastbourne,A,35,31,W,Max Crawley-Moore,,,18,Tom Byron,,Bench
Uckfield (H)2,1st,2021/22,Sussex Cup,Cup,Uckfield,H,57,7,W,Max Crawley-Moore,John Peaty,,18,Oli Billin,,Bench
Lewes (A),1st,2022/23,Counties 2 Sussex,League,Lewes,A,69,7,W,Max Crawley-Moore,,,18,Ben Hogan,,Bench
Uckfield (H),1st,2022/23,Counties 2 Sussex,League,Uckfield,H,58,3,W,Max Crawley-Moore,John Peaty,,18,Joe Terry,,Bench
Crawley (A),1st,2022/23,Counties 2 Sussex,League,Crawley,A,39,36,W,Max Crawley-Moore,John Peaty,,18,Sam Spriddell,,Bench
Shoreham (H),1st,2022/23,Counties 2 Sussex,League,Shoreham,H,70,11,W,Max Crawley-Moore,John Peaty,,18,Sam Spriddell,,Bench
Seaford (A),1st,2022/23,Counties 2 Sussex,League,Seaford,A,62,17,W,Max Crawley-Moore,,,18,Ben Beard,,Bench
Burgess Hill (H),1st,2022/23,Counties 2 Sussex,League,Burgess Hill,H,53,5,W,Max Crawley-Moore,John Peaty,,18,Dan Poulton,,Bench
